class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
up,0.34698325395584106,0.19461505115032196,-0.3478437066078186,0.999941885471344,0.3516837954521179,0.17956750094890594,-0.3272770643234253,0.9998471140861511,0.3559461236000061,0.17901232838630676,-0.3274133503437042,0.9998436570167542,0.3602904677391052,0.17862160503864288,-0.32748839259147644,0.9998536109924316,0.33957821130752563,0.1828608214855194,-0.3236408829689026,0.9998094439506531,0.33499351143836975,0.18476350605487823,-0.32372066378593445,0.9997782707214355,0.33010178804397583,0.18710236251354218,-0.3238150179386139,0.9997761249542236,0.36919689178466797,0.18797239661216736,-0.19828520715236664,0.9997765421867371,0.3260352611541748,0.20141087472438812,-0.18071098625659943,0.9995797872543335,0.3556792140007019,0.2116512805223465,-0.2996627986431122,0.9999454021453857,0.3425776958465576,0.21657128632068634,-0.2947995066642761,0.9999240040779114,0.4134732782840729,0.29640060663223267,-0.13014906644821167,0.9999458193778992,0.29656171798706055,0.30734947323799133,-0.07644966244697571,0.9998550415039062,0.43519964814186096,0.4165811836719513,-0.09229828417301178,0.9920097589492798,0.28006505966186523,0.43207332491874695,-0.0004102854582015425,0.9797676205635071,0.43098655343055725,0.5424619317054749,-0.2197570502758026,0.9871929287910461,0.26260897517204285,0.5552628636360168,-0.10837121307849884,0.9642220139503479,0.43432825803756714,0.5772057175636292,-0.2599641680717468,0.9706530570983887,0.25350549817085266,0.5890879034996033,-0.14281658828258514,0.9339761734008789,0.42252129316329956,0.5758576989173889,-0.2983340919017792,0.9722254276275635,0.25827109813690186,0.5891399383544922,-0.19125427305698395,0.9396308064460754,0.41835635900497437,0.5666446685791016,-0.23501186072826385,0.9659298062324524,0.26321035623550415,0.5792180895805359,-0.13055187463760376,0.9360705018043518,0.39180219173431396,0.5511940121650696,-0.009562798775732517,0.9987631440162659,0.3164959251880646,0.5506430864334106,0.009662915952503681,0.9988358020782471,0.4094253182411194,0.7344018816947937,-0.04607083275914192,0.8272812366485596,0.3003830015659332,0.7358095645904541,-0.028556447476148605,0.8602451682090759,0.4270206391811371,0.8870356678962708,0.1765391230583191,0.5879274606704712,0.28538399934768677,0.9012206792831421,0.1693904846906662,0.659343421459198,0.4188602864742279,0.8937034606933594,0.19076070189476013,0.3522096276283264,0.2923547625541687,0.9105395078659058,0.18189355731010437,0.3228088319301605,0.425807386636734,0.9366313219070435,0.0398646704852581,0.507773220539093,0.2928165793418884,0.9497116804122925,0.022930074483156204,0.5293360948562622
up,0.3781009912490845,0.18177811801433563,-0.3801429271697998,0.9999605417251587,0.38401514291763306,0.16706833243370056,-0.36146214604377747,0.9998931288719177,0.38875123858451843,0.16706304252147675,-0.36155521869659424,0.9998961091041565,0.39277249574661255,0.16739915311336517,-0.3616340756416321,0.9999004006385803,0.37045496702194214,0.16948579251766205,-0.3605133891105652,0.9998555183410645,0.365985244512558,0.1710851937532425,-0.36055248975753784,0.9998368620872498,0.3616337180137634,0.172907292842865,-0.3606024980545044,0.9998218417167664,0.39911651611328125,0.1776549071073532,-0.23128826916217804,0.9998632073402405,0.35786116123199463,0.18718406558036804,-0.22830060124397278,0.9996623992919922,0.38825780153274536,0.20077994465827942,-0.3299180865287781,0.9999670386314392,0.37112945318222046,0.20457950234413147,-0.32901743054389954,0.9999433159828186,0.4496164321899414,0.28349336981773376,-0.13585054874420166,0.9999635815620422,0.3320239186286926,0.2967812418937683,-0.13760146498680115,0.9998195767402649,0.472998708486557,0.41412442922592163,-0.06101161241531372,0.9940098524093628,0.3189548850059509,0.42690226435661316,-0.06122725084424019,0.9719833135604858,0.48834171891212463,0.5380069613456726,-0.16594037413597107,0.9912422895431519,0.30675166845321655,0.5402485132217407,-0.15539756417274475,0.9619390964508057,0.4928297996520996,0.5773143768310547,-0.20114052295684814,0.9796804785728455,0.3003583550453186,0.578185498714447,-0.18828918039798737,0.9343356490135193,0.4840922951698303,0.576644241809845,-0.24133285880088806,0.9810945987701416,0.30724552273750305,0.5764865875244141,-0.23211435973644257,0.9401174783706665,0.4799610674381256,0.5670691728591919,-0.182816743850708,0.9773211479187012,0.31134238839149475,0.5670595169067383,-0.17483893036842346,0.9361249208450317,0.42493805289268494,0.5439156889915466,-0.005448176525533199,0.998891294002533,0.3531075119972229,0.5406091213226318,0.005495995283126831,0.9986475110054016,0.42504435777664185,0.7225795388221741,-0.03466681391000748,0.8088655471801758,0.3441692292690277,0.7245680689811707,-0.010889813303947449,0.8418229222297668,0.4245755076408386,0.8476845622062683,0.26221632957458496,0.5421592593193054,0.3371850848197937,0.877747654914856,0.22570645809173584,0.6334428787231445,0.42030709981918335,0.8633104562759399,0.28501954674720764,0.341482013463974,0.34658682346343994,0.88558429479599,0.24392375349998474,0.31623509526252747,0.4316268563270569,0.9107984304428101,0.1643555462360382,0.46681535243988037,0.342254102230072,0.9304288625717163,0.09721294790506363,0.5119252800941467
up,0.37865638732910156,0.18153098225593567,-0.38694339990615845,0.9999630451202393,0.3838502764701843,0.16729237139225006,-0.36882901191711426,0.9998992681503296,0.3886200487613678,0.16727060079574585,-0.36888182163238525,0.999902069568634,0.3926442861557007,0.1675521582365036,-0.3689228892326355,0.9999057054519653,0.3706098198890686,0.16951163113117218,-0.3680790066719055,0.9998645782470703,0.36624598503112793,0.1709592640399933,-0.36812299489974976,0.999847412109375,0.3620028495788574,0.17264269292354584,-0.3681778609752655,0.9998328685760498,0.3986746370792389,0.17752136290073395,-0.23983940482139587,0.9998711943626404,0.3581261932849884,0.18671651184558868,-0.2384149730205536,0.9996834993362427,0.3885686993598938,0.20074842870235443,-0.3372676968574524,0.999968945980072,0.3714901804924011,0.20447133481502533,-0.3367071747779846,0.999946653842926,0.4491875171661377,0.283700168132782,-0.14128199219703674,0.9999635815620422,0.33116528391838074,0.29625946283340454,-0.1451038420200348,0.9998248219490051,0.47333258390426636,0.4133124053478241,-0.06258447468280792,0.9942153692245483,0.31884241104125977,0.4263436496257782,-0.07295094430446625,0.9728106260299683,0.4888518452644348,0.53500896692276,-0.15904510021209717,0.9917213320732117,0.30755192041397095,0.53984135389328,-0.16248300671577454,0.9632752537727356,0.49345165491104126,0.5746526718139648,-0.19109734892845154,0.9807065725326538,0.3011936545372009,0.5781688094139099,-0.19416747987270355,0.9363802075386047,0.4849773347377777,0.5739878416061401,-0.23311591148376465,0.9820718169212341,0.3082665801048279,0.5764604806900024,-0.23692116141319275,0.941957414150238,0.48072654008865356,0.5649986267089844,-0.1762845814228058,0.9785158038139343,0.3125161826610565,0.5668689012527466,-0.18134669959545135,0.9379292726516724,0.42515307664871216,0.543199360370636,-0.003780937986448407,0.9988592863082886,0.3540878891944885,0.5403344631195068,0.0038472258020192385,0.9986779689788818,0.4269605278968811,0.7161656022071838,-0.014166317880153656,0.8165857195854187,0.34444642066955566,0.7205560803413391,-0.011193135753273964,0.8503745794296265,0.42243313789367676,0.8215327858924866,0.28978341817855835,0.5496861338615417,0.3359944820404053,0.8745916485786438,0.20239362120628357,0.6507015824317932,0.4177371859550476,0.8384836316108704,0.3133130371570587,0.3524174094200134,0.3414420783519745,0.8848188519477844,0.216722771525383,0.33097410202026367,0.4297424852848053,0.8952595591545105,0.20037078857421875,0.4748260974884033,0.33691972494125366,0.9260978698730469,0.069454625248909,0.5285801887512207
up,0.37570878863334656,0.18112362921237946,-0.3648177981376648,0.9999673962593079,0.381623774766922,0.16692115366458893,-0.3472577631473541,0.999908983707428,0.3863868713378906,0.16696788370609283,-0.3472946584224701,0.9999114871025085,0.39093393087387085,0.16726753115653992,-0.3472951352596283,0.9999134540557861,0.36835652589797974,0.16871456801891327,-0.34663474559783936,0.9998797178268433,0.3640276789665222,0.16995644569396973,-0.34668493270874023,0.9998654723167419,0.36006873846054077,0.17125864326953888,-0.3467411398887634,0.9998519420623779,0.397630512714386,0.17706599831581116,-0.2226337492465973,0.9998828172683716,0.3569408357143402,0.18504445254802704,-0.22553467750549316,0.9997215270996094,0.38571736216545105,0.20077894628047943,-0.3169427514076233,0.999971866607666,0.36888453364372253,0.2038002759218216,-0.3166159391403198,0.9999522566795349,0.44640034437179565,0.283500075340271,-0.1322278082370758,0.9999630451202393,0.32912540435791016,0.2945007383823395,-0.13694103062152863,0.9998406767845154,0.47144991159439087,0.41008201241493225,-0.051699161529541016,0.9943733811378479,0.3184513747692108,0.4248402714729309,-0.06059561297297478,0.9745346903800964,0.4863622188568115,0.5288199186325073,-0.14883187413215637,0.9921554923057556,0.30682700872421265,0.5380109548568726,-0.15456873178482056,0.9662097096443176,0.49161672592163086,0.5677074790000916,-0.18020997941493988,0.981663703918457,0.300589382648468,0.5773337483406067,-0.18209466338157654,0.9410569667816162,0.4829428791999817,0.568229079246521,-0.22042596340179443,0.9830058813095093,0.3082242012023926,0.5754343271255493,-0.22095611691474915,0.9461795687675476,0.478370726108551,0.559987485408783,-0.16553373634815216,0.979832112789154,0.3124164044857025,0.5652841925621033,-0.17141589522361755,0.9421810507774353,0.42328310012817383,0.5437647700309753,-0.003870937507599592,0.9988229274749756,0.35287752747535706,0.5404430031776428,0.003929351456463337,0.9987471103668213,0.4222079813480377,0.7005065679550171,0.0033272230066359043,0.8214579820632935,0.3436936140060425,0.7100448608398438,0.0011612849775701761,0.859717071056366,0.419015496969223,0.8222833871841431,0.29415732622146606,0.5626487731933594,0.3388259708881378,0.8661377429962158,0.22610680758953094,0.6732454895973206,0.4152173101902008,0.8358937501907349,0.3171120882034302,0.373943567276001,0.3467962145805359,0.8746405243873596,0.242862731218338,0.3580801486968994,0.4235798716545105,0.8870648145675659,0.20406606793403625,0.49488237500190735,0.33770787715911865,0.9183079600334167,0.10186352580785751,0.5542285442352295
up,0.37534061074256897,0.18024183809757233,-0.3966562747955322,0.9999679923057556,0.38149505853652954,0.1664174646139145,-0.3776080906391144,0.9999085068702698,0.38634544610977173,0.16657306253910065,-0.37764793634414673,0.9999114274978638,0.39097097516059875,0.16694563627243042,-0.3776431083679199,0.999912679195404,0.3681400418281555,0.16794104874134064,-0.377082496881485,0.999880850315094,0.3638543486595154,0.169108584523201,-0.37715286016464233,0.9998676776885986,0.3598777651786804,0.17034058272838593,-0.37721362709999084,0.9998534321784973,0.398038387298584,0.17699381709098816,-0.24782583117485046,0.9998809695243835,0.3567618429660797,0.18417610228061676,-0.24859681725502014,0.9997223615646362,0.38531693816185,0.20030541718006134,-0.3475268483161926,0.9999715089797974,0.36836785078048706,0.2029220461845398,-0.34746333956718445,0.9999518394470215,0.44564566016197205,0.2834823429584503,-0.16236191987991333,0.999961256980896,0.32866060733795166,0.29412391781806946,-0.15147604048252106,0.9998409152030945,0.470985472202301,0.4101084768772125,-0.0863465890288353,0.9943621754646301,0.3174056112766266,0.42352792620658875,-0.0749606043100357,0.9742204546928406,0.48508110642433167,0.5293588042259216,-0.18116357922554016,0.9920235872268677,0.305866539478302,0.5348020792007446,-0.16232708096504211,0.9653432965278625,0.48995131254196167,0.5679236650466919,-0.2122383862733841,0.9813452959060669,0.3000418543815613,0.5754405856132507,-0.19165226817131042,0.939657986164093,0.48118552565574646,0.5684600472450256,-0.2519664466381073,0.982746958732605,0.30674540996551514,0.5734453201293945,-0.2329615354537964,0.944866418838501,0.4767802357673645,0.5601409077644348,-0.19749507308006287,0.9796424508094788,0.3108958303928375,0.5627073049545288,-0.18069075047969818,0.9408052563667297,0.4231831431388855,0.5425307154655457,-0.004963959567248821,0.9987677931785583,0.35377365350723267,0.5400024056434631,0.00501019274815917,0.9987397789955139,0.42253318428993225,0.6924197673797607,0.014673247933387756,0.8227522373199463,0.34962791204452515,0.7004230618476868,0.007620909716933966,0.8617609739303589,0.4196053147315979,0.807015597820282,0.2919362187385559,0.5735801458358765,0.34010958671569824,0.8567923307418823,0.231585294008255,0.6829618811607361,0.4180777072906494,0.8256095051765442,0.3128998875617981,0.3850431740283966,0.3544001579284668,0.858825147151947,0.2472609579563141,0.369687020778656,0.42135828733444214,0.8769031167030334,0.19482269883155823,0.5094069242477417,0.342653751373291,0.9051929712295532,0.10422249138355255,0.5672435760498047
up,0.37578409910202026,0.1801399439573288,-0.40186724066734314,0.9999693632125854,0.3818656802177429,0.16611649096012115,-0.38314399123191833,0.9999120235443115,0.38692814111709595,0.16624732315540314,-0.38319292664527893,0.999914824962616,0.39148783683776855,0.1665850281715393,-0.3832054138183594,0.9999157190322876,0.36811378598213196,0.16761615872383118,-0.3838726878166199,0.9998860955238342,0.363694965839386,0.168784037232399,-0.38393810391426086,0.9998737573623657,0.35960662364959717,0.17001748085021973,-0.38398998975753784,0.9998598694801331,0.3983997404575348,0.17658041417598724,-0.251621276140213,0.9998852610588074,0.356160432100296,0.18389739096164703,-0.2570982575416565,0.9997360706329346,0.3857784867286682,0.2003394216299057,-0.3514138162136078,0.9999724626541138,0.36823770403862,0.20295073091983795,-0.35279345512390137,0.9999536275863647,0.4452667832374573,0.2832523584365845,-0.16196319460868835,0.9999610781669617,0.3281945586204529,0.29368704557418823,-0.15936414897441864,0.9998423457145691,0.47117432951927185,0.41021981835365295,-0.08283206075429916,0.9942610859870911,0.3167397379875183,0.4235632121562958,-0.08439666777849197,0.9746894240379333,0.48364585638046265,0.5298116207122803,-0.17958436906337738,0.9918997287750244,0.30534082651138306,0.5351607203483582,-0.1665215939283371,0.9652144908905029,0.48846229910850525,0.5680155158042908,-0.2119171917438507,0.9811208248138428,0.2999597191810608,0.5754508376121521,-0.19646719098091125,0.9392945766448975,0.4797241687774658,0.5684311985969543,-0.2515806555747986,0.9825575351715088,0.30641409754753113,0.5736212134361267,-0.238121896982193,0.9445173740386963,0.47523728013038635,0.5600659847259521,-0.1961834728717804,0.9795303344726562,0.31035611033439636,0.5629971027374268,-0.18474812805652618,0.9404947757720947,0.4241431653499603,0.5425352454185486,-0.005206850823014975,0.9987586140632629,0.3536965250968933,0.5403301119804382,0.005254560150206089,0.9987449645996094,0.4228072762489319,0.6959669589996338,0.01616435870528221,0.8231402039527893,0.3484519422054291,0.7024270296096802,0.01575307920575142,0.8607863783836365,0.42188698053359985,0.8141797780990601,0.28916049003601074,0.5802334547042847,0.34111517667770386,0.8597686290740967,0.23716036975383759,0.687330961227417,0.4203307032585144,0.8298326134681702,0.3096950352191925,0.39131656289100647,0.3545474410057068,0.8639362454414368,0.252962201833725,0.37671953439712524,0.42475709319114685,0.8831576108932495,0.19163011014461517,0.5179734230041504,0.3422754108905792,0.9090050458908081,0.11086907237768173,0.5729661583900452
up,0.3696856200695038,0.1785924881696701,-0.4339994788169861,0.9999700784683228,0.37558069825172424,0.1636762171983719,-0.4178317189216614,0.9999075531959534,0.37986645102500916,0.16333946585655212,-0.41783738136291504,0.9999131560325623,0.38417285680770874,0.1633455455303192,-0.4178237020969391,0.999910295009613,0.3624052107334137,0.16663235425949097,-0.4161202013492584,0.9998889565467834,0.3583680987358093,0.168299600481987,-0.4161914885044098,0.9998819828033447,0.35446587204933167,0.1699908822774887,-0.4162352681159973,0.9998659491539001,0.39261576533317566,0.1732010394334793,-0.2949642837047577,0.999878466129303,0.3517966866493225,0.18398456275463104,-0.28890982270240784,0.999746561050415,0.3801189064979553,0.1978350281715393,-0.3868616819381714,0.9999710321426392,0.36310306191444397,0.20216533541679382,-0.3849325180053711,0.9999527931213379,0.4428258538246155,0.27994775772094727,-0.20571434497833252,0.9999487400054932,0.3251560628414154,0.2925955355167389,-0.19045908749103546,0.9998447895050049,0.46891775727272034,0.40502235293388367,-0.130164235830307,0.9933809041976929,0.31471577286720276,0.42012566328048706,-0.10991527885198593,0.9749801158905029,0.46574005484580994,0.5198215246200562,-0.21326260268688202,0.9888070821762085,0.3040967583656311,0.5323233604431152,-0.1831672489643097,0.9592731595039368,0.4708893299102783,0.5573491454124451,-0.24431996047496796,0.9747273325920105,0.29769226908683777,0.5725789666175842,-0.2131861001253128,0.9293298125267029,0.46015605330467224,0.55708909034729,-0.2809600234031677,0.9766994714736938,0.3035195767879486,0.5710747838020325,-0.25397568941116333,0.9351212382316589,0.45612406730651855,0.5466441512107849,-0.22821998596191406,0.97357577085495,0.3073870539665222,0.5600214600563049,-0.20147967338562012,0.9315537214279175,0.4247097969055176,0.5301756858825684,-0.006228555925190449,0.998478353023529,0.3526352047920227,0.5330671668052673,0.006276215426623821,0.9986965656280518,0.4241050183773041,0.6713516712188721,0.025004714727401733,0.8390271067619324,0.35035401582717896,0.687389612197876,0.017218274995684624,0.8756264448165894,0.42175212502479553,0.8000934720039368,0.2708008885383606,0.6440118551254272,0.34787529706954956,0.8320197463035583,0.2240174114704132,0.734146237373352,0.42140769958496094,0.817190408706665,0.28945037722587585,0.43667519092559814,0.3558380603790283,0.8458638787269592,0.23818306624889374,0.42939114570617676,0.42168155312538147,0.868020236492157,0.16588851809501648,0.5879045128822327,0.3453744053840637,0.8954724073410034,0.09492005407810211,0.6293848156929016
up,0.36823609471321106,0.17817038297653198,-0.4218241572380066,0.9999690055847168,0.3738930821418762,0.16307245194911957,-0.4043242335319519,0.9999040961265564,0.37814801931381226,0.16270481050014496,-0.4043641686439514,0.9999098777770996,0.3827102780342102,0.1626475602388382,-0.40437817573547363,0.9999052882194519,0.36056527495384216,0.16606570780277252,-0.4036983847618103,0.9998871684074402,0.3562915325164795,0.1678551584482193,-0.40376830101013184,0.9998814463615417,0.35222047567367554,0.16974134743213654,-0.4038373529911041,0.9998655915260315,0.3906960189342499,0.17215661704540253,-0.27605530619621277,0.9998727440834045,0.3487711548805237,0.18421445786952972,-0.2740424871444702,0.999752938747406,0.37918511033058167,0.1973404437303543,-0.37232547998428345,0.9999694228172302,0.36148959398269653,0.20204898715019226,-0.3716331720352173,0.9999514818191528,0.4409615397453308,0.2787855863571167,-0.19205817580223083,0.9999437928199768,0.32335296273231506,0.29182419180870056,-0.17498834431171417,0.9998458623886108,0.4641761779785156,0.4049820303916931,-0.10545982420444489,0.9923481345176697,0.31048259139060974,0.4197976291179657,-0.09930069744586945,0.9753687381744385,0.46175307035446167,0.518531322479248,-0.20739130675792694,0.9869970083236694,0.3010595440864563,0.5328848958015442,-0.18323872983455658,0.9591118693351746,0.46795839071273804,0.5560286641120911,-0.2432061731815338,0.9715378880500793,0.29296690225601196,0.5726518034934998,-0.21499016880989075,0.9286237359046936,0.45728570222854614,0.555815577507019,-0.2826620042324066,0.9737575054168701,0.2987982928752899,0.5710648894309998,-0.25705674290657043,0.9344069361686707,0.45313334465026855,0.5463458895683289,-0.224701926112175,0.9704559445381165,0.30302494764328003,0.5598406195640564,-0.20187072455883026,0.9310551285743713,0.4246806502342224,0.5304369330406189,-0.006452460773289204,0.9984308481216431,0.35198265314102173,0.5335075259208679,0.006501338444650173,0.998675525188446,0.422506719827652,0.6801765561103821,-0.005930456332862377,0.8396487236022949,0.34817254543304443,0.6924697756767273,0.0012217923067510128,0.8742895126342773,0.421364963054657,0.8226215243339539,0.25753241777420044,0.6525141000747681,0.34856823086738586,0.8355486392974854,0.22886386513710022,0.7379722595214844,0.421650230884552,0.8337979912757874,0.2766246199607849,0.4382856786251068,0.3531882166862488,0.8542373180389404,0.24501320719718933,0.43822312355041504,0.42493972182273865,0.8838829398155212,0.15071885287761688,0.5958777666091919,0.34179288148880005,0.9031960964202881,0.09892140328884125,0.6336910128593445
up,0.3673745095729828,0.17606587707996368,-0.3980996608734131,0.9999635219573975,0.3734510540962219,0.16125068068504333,-0.38046878576278687,0.9998906254768372,0.37781816720962524,0.16117851436138153,-0.3805418014526367,0.9998962879180908,0.3825035095214844,0.16136087477207184,-0.3805989623069763,0.9998904466629028,0.35981160402297974,0.16333970427513123,-0.37950265407562256,0.9998704195022583,0.35538870096206665,0.16478927433490753,-0.37955668568611145,0.9998645186424255,0.35132846236228943,0.16639743745326996,-0.3796350061893463,0.9998477697372437,0.3899899125099182,0.17110593616962433,-0.2516002953052521,0.9998547434806824,0.3476612865924835,0.18133631348609924,-0.24819143116474152,0.999733030796051,0.3775593042373657,0.19602379202842712,-0.3480369448661804,0.9999656081199646,0.36023831367492676,0.19964252412319183,-0.3469868004322052,0.9999457597732544,0.4388216435909271,0.27728375792503357,-0.15669134259223938,0.999940812587738,0.3215377926826477,0.2910492718219757,-0.14727625250816345,0.999843180179596,0.4619268774986267,0.40329495072364807,-0.07207432389259338,0.9907311797142029,0.3082674741744995,0.41825592517852783,-0.0686659961938858,0.9750635027885437,0.46201634407043457,0.5170506238937378,-0.16713473200798035,0.9836920499801636,0.2990582585334778,0.5327649116516113,-0.1570611298084259,0.9587010145187378,0.46821126341819763,0.5540045499801636,-0.20491142570972443,0.9661862254142761,0.29081419110298157,0.5720956325531006,-0.18707910180091858,0.9282896518707275,0.4574688971042633,0.553449809551239,-0.2396230399608612,0.9688175320625305,0.2965986132621765,0.5700542330741882,-0.2323111742734909,0.9340630769729614,0.4532291293144226,0.5427840948104858,-0.18387958407402039,0.9651668071746826,0.30122631788253784,0.5586024522781372,-0.1767246276140213,0.9307164549827576,0.42465266585350037,0.5312554836273193,-0.010627810843288898,0.9984248876571655,0.351868212223053,0.5340593457221985,0.010692626237869263,0.9985454678535461,0.4234119951725006,0.7006232142448425,-0.027452480047941208,0.8061686158180237,0.349308580160141,0.7106192111968994,-0.003630881430581212,0.8290176391601562,0.42347660660743713,0.8458443284034729,0.22416424751281738,0.6021484136581421,0.34581875801086426,0.8660528659820557,0.22098882496356964,0.67421555519104,0.42255347967147827,0.8626916408538818,0.24174365401268005,0.3964214324951172,0.3486410677433014,0.8775366544723511,0.23748071491718292,0.4013236463069916,0.42618027329444885,0.9097259640693665,0.11424156278371811,0.5434725284576416,0.34157422184944153,0.9194380640983582,0.09498250484466553,0.5740113258361816
up,0.36724165081977844,0.17411035299301147,-0.4350418150424957,0.999961256980896,0.37294119596481323,0.15792864561080933,-0.4171556830406189,0.9998837113380432,0.37748754024505615,0.15774890780448914,-0.4172033667564392,0.9998890161514282,0.3820545971393585,0.15792836248874664,-0.41722965240478516,0.9998825788497925,0.3591615557670593,0.16046476364135742,-0.41722631454467773,0.9998608827590942,0.354613333940506,0.16205395758152008,-0.4173005223274231,0.999854326248169,0.35023555159568787,0.1639617383480072,-0.4173851013183594,0.9998370409011841,0.3880928158760071,0.16741323471069336,-0.28217172622680664,0.9998440742492676,0.3456011414527893,0.17873729765415192,-0.28478118777275085,0.9997215867042542,0.3772820234298706,0.19406233727931976,-0.3826582729816437,0.9999644160270691,0.35997042059898376,0.19821931421756744,-0.38333961367607117,0.9999446868896484,0.4382038712501526,0.2764545977115631,-0.1830580234527588,0.9999418258666992,0.31872349977493286,0.28860336542129517,-0.18142862617969513,0.9998486042022705,0.4602091908454895,0.4032808542251587,-0.10175500065088272,0.9900847673416138,0.3063507676124573,0.4154687225818634,-0.10575851052999496,0.9758217930793762,0.46227163076400757,0.5188222527503967,-0.20887820422649384,0.9830877780914307,0.2984279990196228,0.5320716500282288,-0.195052370429039,0.9594077467918396,0.46803563833236694,0.5553829669952393,-0.24523957073688507,0.9652770757675171,0.28985291719436646,0.5710585713386536,-0.2277827262878418,0.929361879825592,0.4569014608860016,0.5547314286231995,-0.28474006056785583,0.9680145382881165,0.29529935121536255,0.5687143206596375,-0.27144065499305725,0.9350121021270752,0.45289984345436096,0.544297993183136,-0.22564372420310974,0.9640821814537048,0.3003503680229187,0.5570602416992188,-0.2142804116010666,0.9315406084060669,0.42509788274765015,0.5313025116920471,-0.005867485422641039,0.9984579086303711,0.35182273387908936,0.535053551197052,0.005915835499763489,0.9985219240188599,0.42427682876586914,0.6936571002006531,0.003677560016512871,0.7973214983940125,0.34976744651794434,0.7151514887809753,0.011990709230303764,0.8094733953475952,0.42691197991371155,0.8418015837669373,0.27175360918045044,0.5836291909217834,0.34699922800064087,0.8577392101287842,0.24956662952899933,0.6426976919174194,0.4251665472984314,0.8467743992805481,0.29097622632980347,0.3785233199596405,0.35426127910614014,0.8740339875221252,0.2667662799358368,0.3757953643798828,0.42965227365493774,0.9071837067604065,0.1588265299797058,0.5232720971107483,0.3498983681201935,0.9162801504135132,0.11774571239948273,0.5447915196418762
